Row Number,Shortest Rules
149,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x > 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
150,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b <= 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x > 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
151,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
152,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
153,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
154,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
155,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
156,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
157,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
158,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
159,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
160,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
161,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
162,"[{'Rule': 'bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
163,"[{'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
164,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
165,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
166,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
167,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
168,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
169,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
170,"[{'Rule': 'bottom-left-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
171,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
172,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
173,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
174,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
175,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
176,"[{'Rule': 'middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-b > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
177,"[{'Rule': 'middle-middle-square-b <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
178,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
179,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b > 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
180,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-b > 0.5 && middle-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
181,"[{'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-left-square-x > 0.5 && middle-left-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
182,"[{'Rule': 'middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-middle-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-o <= 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'bottom-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}, {'Rule': 'top-left-square-o <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 3}]"
