Order,Length_1,Length_2,Length_3,Length_4,Length_5,Length_6,Length_7,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7
322,12,8,5,7,6,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (bottom-right-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-b > 0.5),,
323,6,5,5,8,10,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (bottom-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5),,
324,6,5,8,9,7,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o <= 0.5),,
325,7,10,10,10,13,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o > 0.5) & (top-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x > 0.5) & (bottom-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-middle-square-x > 0.5) & (middle-right-square-x <= 0.5) & (bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5),,
326,7,5,5,7,13,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (bottom-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-x > 0.5) & (bottom-right-square-x <= 0.5),,
327,10,6,5,7,6,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (top-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-right-square-b > 0.5) & (top-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-b > 0.5),,
328,9,5,6,9,9,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (bottom-right-square-o > 0.5),,
329,7,9,9,8,5,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5) & (top-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
330,7,9,9,10,10,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-right-square-o > 0.5),,
331,8,5,5,7,12,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-right-square-o <= 0.5) & (bottom-right-square-x <= 0.5) & (bottom-left-square-b > 0.5),,
332,7,9,10,7,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5) & (bottom-middle-square-x > 0.5) & (bottom-right-square-x > 0.5) & (middle-right-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5),,
333,7,6,5,7,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5),,
334,7,5,6,7,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5),,
335,8,9,9,7,5,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5) & (top-right-square-o > 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-x > 0.5) & (middle-left-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (middle-right-square-x > 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
336,7,6,6,7,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o > 0.5) & (middle-right-square-x <= 0.5),,
337,11,8,5,7,6,,,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (middle-left-square-b > 0.5) & (bottom-left-square-x <= 0.5) & (bottom-left-square-b <= 0.5) & (top-left-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-b > 0.5),,
338,7,5,8,7,9,,,(bottom-right-square-o > 0.5) & (top-right-square-o > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b > 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-right-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-left-square-b > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5) & (bottom-right-square-o > 0.5),,
